city,state,skill,experience,demand_index,cost_of_living,wage
Chennai,Tamil Nadu,Mason,6,0.66,16205,1262.1
Bangalore,Karnataka,Electrician,5,1.42,14642,1217.84
Delhi,Delhi,Electrician,8,1.34,19737,1432.74
Delhi,Delhi,Carpenter,1,0.63,14649,857.48
Hyderabad,Telangana,Mason,1,0.84,9282,864.64
Delhi,Delhi,Carpenter,8,1.0,9361,1231.22
Hyderabad,Telangana,Electrician,13,0.62,11462,1632.24
Hyderabad,Telangana,Carpenter,7,0.61,15760,1307.7
Chennai,Tamil Nadu,Electrician,14,1.03,11294,1849.38
Chennai,Tamil Nadu,Mason,4,1.27,8345,1184.4
Delhi,Delhi,Carpenter,1,1.21,12245,903.4
Delhi,Delhi,Painter,12,1.45,16697,1711.44
Pune,Maharashtra,Carpenter,5,0.79,17316,1066.82
Bangalore,Karnataka,Electrician,5,1.0,17522,1397.44
Hyderabad,Telangana,Mason,14,0.53,13739,1571.28
Delhi,Delhi,Mason,13,0.82,9961,1405.22
Chennai,Tamil Nadu,Electrician,3,1.33,14353,1362.56
Pune,Maharashtra,Painter,15,0.85,17571,2053.92
Chennai,Tamil Nadu,Painter,13,1.23,10919,1713.88
Chennai,Tamil Nadu,Electrician,13,0.85,12977,1794.04
Delhi,Delhi,Carpenter,2,1.41,11943,924.36
Pune,Maharashtra,Mason,1,0.99,8267,990.84
Pune,Maharashtra,Mason,7,0.54,19274,1536.48
Pune,Maharashtra,Painter,13,0.94,19322,1786.44
Chennai,Tamil Nadu,Electrician,9,1.06,9285,1551.7
Hyderabad,Telangana,Painter,1,0.57,18758,1128.66
Chennai,Tamil Nadu,Mason,5,1.28,19924,1385.48
Pune,Maharashtra,Painter,10,1.37,10825,1506.0
Hyderabad,Telangana,Electrician,8,1.47,8441,1474.32
Pune,Maharashtra,Mason,5,0.7,17350,1167.0
Delhi,Delhi,Carpenter,1,0.56,13955,788.1
Chennai,Tamil Nadu,Electrician,8,0.85,12367,1334.84
Bangalore,Karnataka,Electrician,2,1.0,17705,1275.1
Bangalore,Karnataka,Electrician,14,0.62,19487,1881.74
Hyderabad,Telangana,Painter,13,0.6,16732,1475.64
Bangalore,Karnataka,Mason,6,0.5,16957,1158.14
Pune,Maharashtra,Carpenter,10,0.87,15065,1589.8
Bangalore,Karnataka,Painter,12,1.0,19642,1676.84
Bangalore,Karnataka,Electrician,7,1.02,8877,1168.54
Chennai,Tamil Nadu,Mason,2,0.56,17627,920.54
Hyderabad,Telangana,Painter,6,0.81,10468,1170.86
Chennai,Tamil Nadu,Painter,4,1.09,18259,1304.68
Delhi,Delhi,Carpenter,7,0.87,16662,1202.74
Bangalore,Karnataka,Carpenter,14,0.53,14765,1692.8
Hyderabad,Telangana,Painter,6,0.9,10940,1328.8
Pune,Maharashtra,Mason,14,0.68,9245,1429.9
Delhi,Delhi,Painter,13,1.1,9160,1764.2
Hyderabad,Telangana,Electrician,15,1.42,11751,2049.02
Chennai,Tamil Nadu,Painter,3,1.14,16744,1054.88
Chennai,Tamil Nadu,Painter,13,0.87,18536,1574.22
Pune,Maharashtra,Carpenter,11,1.4,15001,1813.02
Hyderabad,Telangana,Carpenter,11,1.49,15348,1875.46
Hyderabad,Telangana,Carpenter,9,0.81,15672,1548.94
Delhi,Delhi,Carpenter,1,0.87,15448,1170.46
Pune,Maharashtra,Electrician,5,0.52,13875,1245.5
Hyderabad,Telangana,Mason,14,0.98,11411,1548.22
Chennai,Tamil Nadu,Electrician,7,0.92,15703,1335.06
Bangalore,Karnataka,Mason,9,1.42,9526,1570.52
Delhi,Delhi,Painter,15,1.18,12002,1958.04
Hyderabad,Telangana,Painter,5,1.37,17412,1309.74
Hyderabad,Telangana,Painter,10,1.09,17995,1447.4
Bangalore,Karnataka,Carpenter,9,0.61,9085,1452.2
Hyderabad,Telangana,Mason,1,0.52,13845,752.9
Pune,Maharashtra,Carpenter,1,1.33,16228,1304.06
Bangalore,Karnataka,Electrician,5,1.41,10274,1275.98
Delhi,Delhi,Electrician,10,1.49,15948,1601.46
Hyderabad,Telangana,Mason,12,0.67,15413,1618.76
Delhi,Delhi,Carpenter,8,1.19,13842,1315.34
Delhi,Delhi,Electrician,11,1.36,8817,1539.34
Chennai,Tamil Nadu,Electrician,6,1.37,9241,1410.32
Pune,Maharashtra,Mason,14,0.56,16393,1799.86
Pune,Maharashtra,Mason,3,1.36,14394,1377.88
Delhi,Delhi,Electrician,4,1.27,13463,1421.76
Hyderabad,Telangana,Painter,2,1.15,16408,1234.66
Hyderabad,Telangana,Electrician,13,0.92,14784,1755.68
Chennai,Tamil Nadu,Mason,11,1.13,12423,1632.96
Delhi,Delhi,Mason,4,1.0,12417,1290.34
Chennai,Tamil Nadu,Mason,12,0.68,15140,1692.8
Bangalore,Karnataka,Mason,2,0.71,14225,994.0
Hyderabad,Telangana,Mason,1,1.48,14404,1125.08
Chennai,Tamil Nadu,Painter,3,1.3,16828,1360.56
Bangalore,Karnataka,Electrician,9,1.21,17191,1476.32
Delhi,Delhi,Electrician,9,1.14,10645,1340.9
Hyderabad,Telangana,Carpenter,7,0.94,18209,1330.18
Hyderabad,Telangana,Mason,2,1.21,12321,1033.92
Chennai,Tamil Nadu,Electrician,8,1.3,13343,1637.86
Hyderabad,Telangana,Electrician,10,0.73,12911,1397.72
Pune,Maharashtra,Electrician,10,0.86,14655,1609.1
Hyderabad,Telangana,Painter,13,0.55,14401,1462.52
Hyderabad,Telangana,Carpenter,10,1.25,16663,1674.76
Chennai,Tamil Nadu,Electrician,3,1.47,15500,1330.5
Chennai,Tamil Nadu,Carpenter,3,0.62,9195,1094.9
Chennai,Tamil Nadu,Painter,15,1.48,19369,2152.38
Hyderabad,Telangana,Carpenter,11,1.12,18798,1719.96
Bangalore,Karnataka,Painter,9,1.11,18539,1713.28
Pune,Maharashtra,Painter,9,1.21,19246,1451.42
Pune,Maharashtra,Painter,2,0.57,15524,1131.98
Chennai,Tamil Nadu,Painter,4,1.01,17216,1263.82
Bangalore,Karnataka,Painter,2,0.74,19180,966.6
Bangalore,Karnataka,Carpenter,10,0.57,9729,1308.08
Chennai,Tamil Nadu,Carpenter,5,0.76,18841,1114.82
Pune,Maharashtra,Painter,2,0.78,9795,978.9
Delhi,Delhi,Mason,13,0.65,15901,1766.52
Chennai,Tamil Nadu,Carpenter,10,1.07,8607,1377.64
Pune,Maharashtra,Painter,5,1.18,19310,1181.2
Pune,Maharashtra,Carpenter,11,1.41,8125,1751.0
Hyderabad,Telangana,Painter,12,0.82,18737,1886.74
Chennai,Tamil Nadu,Carpenter,1,0.99,14044,1166.38
Pune,Maharashtra,Mason,9,0.63,13049,1451.48
Hyderabad,Telangana,Electrician,12,0.83,13318,1623.86
Hyderabad,Telangana,Mason,2,1.44,18417,1380.34
Chennai,Tamil Nadu,Electrician,14,0.71,18818,1926.86
Chennai,Tamil Nadu,Carpenter,8,1.22,13522,1595.44
Pune,Maharashtra,Painter,8,0.99,13891,1473.32
Delhi,Delhi,Painter,11,1.47,8465,1521.8
Bangalore,Karnataka,Carpenter,1,0.93,12169,994.88
Chennai,Tamil Nadu,Carpenter,11,0.7,12109,1311.18
Chennai,Tamil Nadu,Carpenter,6,1.31,17259,1369.68
Delhi,Delhi,Mason,4,0.93,15758,1383.66
Bangalore,Karnataka,Painter,12,1.47,16430,1959.1
Hyderabad,Telangana,Electrician,12,1.28,11378,1758.56
Bangalore,Karnataka,Painter,6,1.46,15169,1298.38
Hyderabad,Telangana,Carpenter,6,1.42,18611,1625.22
Chennai,Tamil Nadu,Carpenter,10,1.1,15057,1651.14
Delhi,Delhi,Mason,4,1.16,8866,1097.32
Pune,Maharashtra,Electrician,14,0.76,14041,1904.82
Pune,Maharashtra,Painter,8,0.71,13957,1138.64
Delhi,Delhi,Painter,15,1.1,8338,1883.76
Hyderabad,Telangana,Painter,9,0.92,9695,1201.9
Chennai,Tamil Nadu,Electrician,12,1.03,12931,1532.12
Hyderabad,Telangana,Electrician,9,1.15,19670,1817.9
Chennai,Tamil Nadu,Painter,15,1.28,13614,1703.28
Pune,Maharashtra,Carpenter,12,1.49,12159,1607.68
Bangalore,Karnataka,Painter,8,1.03,9243,1209.36
Hyderabad,Telangana,Carpenter,9,0.79,14893,1539.36
Delhi,Delhi,Electrician,8,0.65,11929,1314.08
Pune,Maharashtra,Mason,4,0.9,9439,993.78
Chennai,Tamil Nadu,Mason,13,0.69,15869,1755.88
Chennai,Tamil Nadu,Painter,15,1.25,17407,2144.64
Delhi,Delhi,Carpenter,7,1.48,9693,1426.86
Delhi,Delhi,Painter,15,1.0,9734,1727.68
Pune,Maharashtra,Electrician,7,1.42,19477,1721.54
Delhi,Delhi,Painter,15,0.89,10870,1659.9
Pune,Maharashtra,Painter,2,0.97,14725,1017.0
Bangalore,Karnataka,Electrician,4,0.8,13384,1203.68
Chennai,Tamil Nadu,Carpenter,2,0.69,15556,1194.62
Pune,Maharashtra,Carpenter,10,1.3,13296,1757.92
Hyderabad,Telangana,Painter,1,0.58,9727,811.54
Hyderabad,Telangana,Carpenter,4,1.18,10124,994.48
Pune,Maharashtra,Mason,8,1.25,15062,1588.74
Chennai,Tamil Nadu,Electrician,14,1.46,10169,1676.38
Pune,Maharashtra,Electrician,2,1.34,18108,1239.16
Bangalore,Karnataka,Electrician,10,1.29,18989,1784.28
Pune,Maharashtra,Electrician,1,1.1,19212,923.24
Bangalore,Karnataka,Painter,10,0.84,11307,1257.14
Delhi,Delhi,Carpenter,9,1.36,13874,1630.48
Delhi,Delhi,Painter,5,0.9,19091,1465.82
Pune,Maharashtra,Carpenter,10,1.48,18422,1717.44
Hyderabad,Telangana,Electrician,8,1.31,18287,1547.24
Hyderabad,Telangana,Painter,10,1.19,8664,1509.78
Hyderabad,Telangana,Painter,15,1.37,15097,2072.44
Delhi,Delhi,Electrician,14,0.55,11024,1777.98
Pune,Maharashtra,Painter,12,1.44,19136,1698.72
Chennai,Tamil Nadu,Electrician,8,0.53,16578,1200.06
Bangalore,Karnataka,Carpenter,11,1.43,15299,1596.48
Delhi,Delhi,Carpenter,7,0.66,17068,1357.36
Chennai,Tamil Nadu,Electrician,13,0.9,19073,1807.46
Pune,Maharashtra,Painter,9,1.22,9582,1506.64
Chennai,Tamil Nadu,Carpenter,2,1.22,18700,1229.0
Bangalore,Karnataka,Mason,8,1.31,14076,1567.02
Hyderabad,Telangana,Electrician,2,0.81,17563,936.76
Pune,Maharashtra,Carpenter,5,1.11,17257,1277.64
Hyderabad,Telangana,Electrician,2,0.75,12001,876.52
Chennai,Tamil Nadu,Painter,12,1.4,18393,1721.86
Delhi,Delhi,Mason,10,0.6,13603,1244.06
Chennai,Tamil Nadu,Electrician,11,1.26,18544,1915.88
Hyderabad,Telangana,Electrician,2,1.11,19286,1040.22
Delhi,Delhi,Painter,10,0.98,16521,1532.42
Delhi,Delhi,Electrician,12,0.59,10393,1665.36
Chennai,Tamil Nadu,Electrician,11,0.68,16009,1571.18
Delhi,Delhi,Carpenter,15,0.74,17137,1637.74
Delhi,Delhi,Carpenter,5,1.11,10831,1366.12
Hyderabad,Telangana,Electrician,9,0.71,10110,1365.7
Chennai,Tamil Nadu,Painter,9,1.12,19525,1807.5
Chennai,Tamil Nadu,Electrician,6,0.93,11629,1341.08
Bangalore,Karnataka,Painter,12,0.97,18552,1859.54
Delhi,Delhi,Carpenter,7,0.97,12404,1237.58
Bangalore,Karnataka,Mason,4,0.61,16745,1322.4
Pune,Maharashtra,Mason,15,0.85,16519,1887.88
Pune,Maharashtra,Mason,5,1.37,13563,1392.76
Chennai,Tamil Nadu,Mason,15,1.48,13981,2076.62
Hyderabad,Telangana,Mason,12,1.39,18667,1952.84
Bangalore,Karnataka,Painter,5,1.12,10945,1327.9
Delhi,Delhi,Electrician,11,1.2,11228,1737.56
Delhi,Delhi,Carpenter,3,0.79,19903,1210.56
Pune,Maharashtra,Carpenter,9,0.8,12372,1220.44
Chennai,Tamil Nadu,Electrician,10,1.47,13572,1615.94
Bangalore,Karnataka,Carpenter,15,1.29,19235,1893.2
Delhi,Delhi,Electrician,14,1.21,9066,1789.82
Chennai,Tamil Nadu,Painter,3,0.62,16663,931.26
Delhi,Delhi,Carpenter,4,0.94,18818,1430.36
Delhi,Delhi,Mason,12,0.65,19045,1658.4
Chennai,Tamil Nadu,Carpenter,7,0.78,16311,1194.22
Delhi,Delhi,Carpenter,7,0.95,12918,1454.86
Pune,Maharashtra,Mason,5,1.45,11791,1459.32
Delhi,Delhi,Painter,3,1.41,16279,1409.08
Hyderabad,Telangana,Carpenter,14,1.09,16209,1655.68
Pune,Maharashtra,Painter,4,0.53,17846,1051.42
Pune,Maharashtra,Mason,8,0.53,9013,1134.76
Delhi,Delhi,Carpenter,10,0.6,18436,1428.72
Pune,Maharashtra,Painter,15,1.06,10011,1589.22
Pune,Maharashtra,Painter,10,0.92,8166,1455.32
Chennai,Tamil Nadu,Electrician,1,0.67,14589,939.28
Chennai,Tamil Nadu,Painter,4,0.87,12942,1103.34
Delhi,Delhi,Mason,15,1.33,18632,1973.14
Hyderabad,Telangana,Mason,14,0.81,12160,1512.7
Delhi,Delhi,Painter,3,0.91,11594,848.38
Pune,Maharashtra,Mason,15,0.57,19173,1627.96
Pune,Maharashtra,Painter,1,0.5,16164,753.28
Chennai,Tamil Nadu,Painter,10,0.57,19076,1618.02
Delhi,Delhi,Painter,14,1.42,16245,1839.9
Delhi,Delhi,Electrician,9,1.4,15853,1443.06
Bangalore,Karnataka,Mason,8,0.85,14081,1483.12
Hyderabad,Telangana,Mason,15,0.9,12765,1687.3
Pune,Maharashtra,Mason,12,0.56,17512,1469.24
Delhi,Delhi,Electrician,10,0.61,8108,1334.66
Delhi,Delhi,Painter,11,0.87,17370,1506.9
Bangalore,Karnataka,Mason,15,1.46,11070,1734.4
Bangalore,Karnataka,Mason,12,1.22,16623,1636.46
Bangalore,Karnataka,Carpenter,6,1.45,13692,1525.34
Hyderabad,Telangana,Painter,4,1.07,19426,1212.02
Chennai,Tamil Nadu,Electrician,13,0.87,9861,1585.72
Bangalore,Karnataka,Electrician,15,0.86,8306,1574.12
Chennai,Tamil Nadu,Carpenter,5,0.8,10965,1223.3
Delhi,Delhi,Electrician,1,0.78,13153,1096.06
Bangalore,Karnataka,Painter,1,1.02,15625,963.5
Delhi,Delhi,Electrician,14,1.02,18489,1742.78
Bangalore,Karnataka,Mason,6,0.67,10149,1292.48
Hyderabad,Telangana,Electrician,5,0.73,16257,1039.64
Pune,Maharashtra,Mason,8,0.53,14856,1376.62
Bangalore,Karnataka,Mason,9,1.19,17487,1644.24
Hyderabad,Telangana,Painter,7,0.82,14355,1253.1
Chennai,Tamil Nadu,Painter,11,0.58,10350,1530.0
Pune,Maharashtra,Mason,6,1.17,16118,1431.86
Delhi,Delhi,Painter,15,1.0,12615,1729.3
Bangalore,Karnataka,Carpenter,8,1.44,13279,1387.58
Chennai,Tamil Nadu,Mason,10,0.94,17773,1653.46
Hyderabad,Telangana,Electrician,10,1.42,17449,1878.98
Bangalore,Karnataka,Painter,5,1.38,13789,1427.78
Bangalore,Karnataka,Electrician,2,0.58,19096,1099.92
Bangalore,Karnataka,Carpenter,1,0.65,15279,999.08
Hyderabad,Telangana,Electrician,15,1.23,14056,1849.62
Hyderabad,Telangana,Mason,4,1.38,19645,1280.9
Bangalore,Karnataka,Carpenter,14,1.16,8682,1584.64
Delhi,Delhi,Painter,4,1.02,14862,1392.24
Hyderabad,Telangana,Electrician,12,1.26,11549,1623.98
Bangalore,Karnataka,Electrician,13,1.4,18012,1896.24
Chennai,Tamil Nadu,Electrician,2,1.01,15926,1126.02
Hyderabad,Telangana,Mason,6,0.82,18071,1378.42
Hyderabad,Telangana,Mason,12,0.78,10269,1541.38
Delhi,Delhi,Electrician,3,1.0,18117,1267.34
Delhi,Delhi,Mason,12,0.91,9497,1650.44
Chennai,Tamil Nadu,Painter,4,0.91,11896,1257.42
Hyderabad,Telangana,Electrician,1,1.32,19346,1172.92
Delhi,Delhi,Painter,12,1.36,12207,1699.14
Chennai,Tamil Nadu,Painter,5,0.96,14545,1317.9
Chennai,Tamil Nadu,Mason,14,1.0,9755,1657.1
Chennai,Tamil Nadu,Mason,8,0.77,8127,1188.04
Chennai,Tamil Nadu,Mason,2,1.25,17338,1148.26
Hyderabad,Telangana,Painter,9,0.75,16896,1455.42
Pune,Maharashtra,Carpenter,4,0.76,15543,1331.86
Chennai,Tamil Nadu,Mason,14,0.68,17872,1776.44
Chennai,Tamil Nadu,Electrician,1,1.02,8297,874.94
Delhi,Delhi,Electrician,13,1.44,13763,1996.26
Chennai,Tamil Nadu,Painter,13,0.58,17850,1666.0
Pune,Maharashtra,Mason,14,0.7,18334,1601.68
Pune,Maharashtra,Mason,15,0.56,12818,1740.36
Bangalore,Karnataka,Carpenter,8,1.41,15737,1369.24
Delhi,Delhi,Painter,11,0.9,13059,1356.18
Pune,Maharashtra,Carpenter,7,1.34,12300,1600.0
Chennai,Tamil Nadu,Electrician,6,0.5,15666,1336.32
Pune,Maharashtra,Mason,4,0.63,12333,1193.16
Delhi,Delhi,Mason,15,1.28,15590,1804.8
Chennai,Tamil Nadu,Painter,6,1.33,12609,1259.68
Delhi,Delhi,Painter,11,1.4,11754,1650.08
Pune,Maharashtra,Mason,15,0.59,12754,1622.58
Chennai,Tamil Nadu,Painter,14,1.03,19623,1697.96
Hyderabad,Telangana,Electrician,15,1.41,12478,1855.06
Pune,Maharashtra,Carpenter,14,1.07,17230,1972.1
Delhi,Delhi,Electrician,9,1.3,18571,1819.42
Hyderabad,Telangana,Carpenter,7,1.01,19723,1516.96
Delhi,Delhi,Mason,9,0.77,10423,1268.96
Delhi,Delhi,Painter,3,0.72,17668,1145.36
Bangalore,Karnataka,Carpenter,10,0.97,13907,1322.64
Bangalore,Karnataka,Carpenter,12,0.84,19795,1762.9
Bangalore,Karnataka,Mason,7,1.06,10236,1384.72
Bangalore,Karnataka,Painter,2,1.36,13127,1139.54
Hyderabad,Telangana,Mason,3,1.14,9829,870.58
Chennai,Tamil Nadu,Electrician,6,1.3,14437,1395.74
Chennai,Tamil Nadu,Mason,12,1.35,18208,1823.66
Chennai,Tamil Nadu,Carpenter,11,0.57,11127,1552.04
Chennai,Tamil Nadu,Electrician,10,1.03,16939,1489.28
Chennai,Tamil Nadu,Painter,4,0.84,13113,1212.26
Chennai,Tamil Nadu,Painter,4,0.69,11553,1225.56
Pune,Maharashtra,Electrician,15,1.38,15566,1775.32
Delhi,Delhi,Electrician,5,1.02,19744,1151.88
Chennai,Tamil Nadu,Mason,6,1.32,10277,1332.54
Bangalore,Karnataka,Painter,15,0.99,15263,1868.76
Delhi,Delhi,Carpenter,1,1.16,8266,872.32
Chennai,Tamil Nadu,Electrician,12,1.21,15135,1584.2
Pune,Maharashtra,Painter,8,1.0,18955,1377.1
Hyderabad,Telangana,Carpenter,12,0.6,17127,1788.54
Bangalore,Karnataka,Mason,5,1.42,16696,1313.92
Chennai,Tamil Nadu,Painter,1,1.28,14619,938.38
Delhi,Delhi,Painter,2,1.18,16364,946.28
Chennai,Tamil Nadu,Mason,9,0.96,16066,1470.32
Chennai,Tamil Nadu,Electrician,10,0.91,11081,1485.12
Bangalore,Karnataka,Mason,8,1.3,18734,1463.68
Delhi,Delhi,Mason,14,1.04,14615,1837.3
Pune,Maharashtra,Painter,1,0.5,19105,967.1
Chennai,Tamil Nadu,Mason,4,1.34,18200,1401.0
Bangalore,Karnataka,Carpenter,9,1.41,12626,1626.02
Hyderabad,Telangana,Electrician,3,1.07,17779,1054.08
Chennai,Tamil Nadu,Painter,7,0.95,17129,1413.08
Pune,Maharashtra,Painter,2,1.13,14777,977.04
Hyderabad,Telangana,Carpenter,15,1.49,13648,1859.46
Chennai,Tamil Nadu,Carpenter,2,0.97,19178,1103.06
Pune,Maharashtra,Electrician,12,0.99,9255,1456.6
Delhi,Delhi,Electrician,3,0.53,11360,876.7
Bangalore,Karnataka,Mason,11,0.75,8885,1294.2
Hyderabad,Telangana,Electrician,8,0.98,13328,1329.56
Chennai,Tamil Nadu,Mason,3,0.77,14279,1232.08
Pune,Maharashtra,Painter,9,1.15,9965,1476.8
Hyderabad,Telangana,Electrician,12,1.35,14458,1691.66
Delhi,Delhi,Electrician,10,1.09,8459,1283.68
Chennai,Tamil Nadu,Carpenter,7,0.67,9942,1253.34
Chennai,Tamil Nadu,Painter,12,0.56,11885,1346.7
Chennai,Tamil Nadu,Carpenter,7,1.19,8723,1169.96
Hyderabad,Telangana,Carpenter,13,1.32,18620,1942.4
Bangalore,Karnataka,Painter,1,1.38,15543,1165.86
Pune,Maharashtra,Carpenter,12,1.08,17426,1828.52
Chennai,Tamil Nadu,Mason,14,1.35,13758,1865.66
Bangalore,Karnataka,Painter,9,1.4,13327,1675.54
Pune,Maharashtra,Electrician,6,0.53,14586,1252.22
Chennai,Tamil Nadu,Painter,6,1.14,8374,1128.48
Delhi,Delhi,Carpenter,1,1.09,18140,1256.3
Bangalore,Karnataka,Electrician,9,0.81,9833,1423.16
Hyderabad,Telangana,Painter,13,0.65,12384,1649.18
Bangalore,Karnataka,Electrician,4,1.26,17753,1401.06
Delhi,Delhi,Electrician,5,0.63,8362,1194.74
Pune,Maharashtra,Painter,8,1.42,9292,1414.84
Chennai,Tamil Nadu,Carpenter,10,1.33,16092,1715.34
Bangalore,Karnataka,Mason,14,1.23,10778,1936.06
Chennai,Tamil Nadu,Electrician,8,0.64,16815,1275.3
Bangalore,Karnataka,Electrician,9,1.28,16696,1419.92
Bangalore,Karnataka,Mason,4,1.41,13841,1248.32
Pune,Maharashtra,Mason,3,1.28,18138,1067.76
Delhi,Delhi,Painter,13,1.32,11802,1727.04
Delhi,Delhi,Painter,8,1.33,9018,1287.86
Bangalore,Karnataka,Carpenter,7,1.07,10051,1443.52
Bangalore,Karnataka,Mason,2,0.65,8388,950.26
Bangalore,Karnataka,Mason,9,1.35,16412,1630.74
Chennai,Tamil Nadu,Electrician,13,1.48,18662,1723.24
Delhi,Delhi,Mason,11,0.81,19874,1716.98
Bangalore,Karnataka,Mason,3,1.36,11633,1220.66
Bangalore,Karnataka,Mason,14,0.95,8075,1664.0
Chennai,Tamil Nadu,Carpenter,8,1.36,15440,1386.8
Chennai,Tamil Nadu,Mason,12,0.86,12568,1563.36
Hyderabad,Telangana,Carpenter,3,0.78,19463,1109.26
Hyderabad,Telangana,Mason,10,0.74,15472,1327.44
Hyderabad,Telangana,Carpenter,11,0.84,10468,1566.36
Chennai,Tamil Nadu,Mason,4,0.64,18093,1082.86
Chennai,Tamil Nadu,Mason,12,1.47,12885,1907.2
Hyderabad,Telangana,Mason,5,0.96,16466,1464.32
Delhi,Delhi,Electrician,13,1.38,13818,1604.36
Delhi,Delhi,Painter,2,0.96,9378,1033.56
Chennai,Tamil Nadu,Painter,7,0.65,19791,1466.32
Bangalore,Karnataka,Carpenter,12,0.58,13609,1651.18
Pune,Maharashtra,Electrician,8,1.28,12656,1272.12
Hyderabad,Telangana,Mason,1,0.99,15696,1144.42
Pune,Maharashtra,Electrician,12,1.33,17472,1819.94
Pune,Maharashtra,Painter,14,1.13,9655,1570.6
Chennai,Tamil Nadu,Electrician,15,1.24,15583,1968.66
Pune,Maharashtra,Carpenter,12,0.93,19232,1828.14
Pune,Maharashtra,Mason,10,1.05,8587,1330.24
Chennai,Tamil Nadu,Painter,4,1.1,15183,1277.66
Delhi,Delhi,Electrician,15,1.25,18386,1891.22
Chennai,Tamil Nadu,Electrician,12,1.13,13498,1814.46
Pune,Maharashtra,Electrician,2,0.74,19589,1084.78
Chennai,Tamil Nadu,Painter,7,1.32,9416,1408.32
Hyderabad,Telangana,Mason,13,1.27,16488,1715.26
Bangalore,Karnataka,Mason,15,1.22,17233,2035.66
Chennai,Tamil Nadu,Painter,8,1.1,19329,1645.58
Hyderabad,Telangana,Electrician,9,1.19,12460,1348.7
Delhi,Delhi,Electrician,7,1.11,16157,1473.64
Hyderabad,Telangana,Mason,14,0.54,8759,1493.18
Chennai,Tamil Nadu,Carpenter,11,1.36,12929,1596.58
Bangalore,Karnataka,Carpenter,6,0.79,17125,1359.0
Bangalore,Karnataka,Mason,15,1.27,17173,1864.96
Delhi,Delhi,Electrician,1,0.93,12818,1010.86
Chennai,Tamil Nadu,Electrician,9,0.52,13655,1282.1
Delhi,Delhi,Electrician,9,1.07,11299,1522.48
Pune,Maharashtra,Mason,6,0.68,12788,1092.76
Pune,Maharashtra,Electrician,1,0.72,11642,944.84
Bangalore,Karnataka,Electrician,14,0.83,11723,1548.96
Hyderabad,Telangana,Painter,1,0.55,17932,1014.14
Chennai,Tamil Nadu,Carpenter,11,1.3,8436,1489.72
Delhi,Delhi,Mason,11,1.44,17688,1785.76
Bangalore,Karnataka,Painter,13,1.2,15752,1637.04
Hyderabad,Telangana,Mason,3,0.65,12422,893.94
Chennai,Tamil Nadu,Carpenter,10,0.96,10195,1344.9
Hyderabad,Telangana,Mason,2,0.92,18294,942.88
Delhi,Delhi,Mason,11,1.17,17951,1896.52
Chennai,Tamil Nadu,Painter,11,0.51,9431,1294.12
Pune,Maharashtra,Painter,13,0.82,19672,1693.44
Chennai,Tamil Nadu,Electrician,1,0.89,14544,940.38
Delhi,Delhi,Electrician,15,1.0,14619,1885.38
Hyderabad,Telangana,Mason,13,1.03,10605,1616.6
Delhi,Delhi,Mason,6,1.16,10355,1355.1
Pune,Maharashtra,Carpenter,5,1.44,18855,1458.1
Chennai,Tamil Nadu,Painter,10,1.0,11436,1589.72
Chennai,Tamil Nadu,Mason,6,1.22,18170,1577.4
Bangalore,Karnataka,Mason,5,1.17,8104,1305.58
Pune,Maharashtra,Electrician,5,0.56,15970,1089.4
Hyderabad,Telangana,Carpenter,7,0.84,8574,1117.48
Hyderabad,Telangana,Carpenter,15,0.5,8384,1593.68
Hyderabad,Telangana,Painter,10,0.77,9267,1268.84
Pune,Maharashtra,Carpenter,9,0.67,19503,1491.56
Bangalore,Karnataka,Carpenter,8,0.64,9093,1296.86
Pune,Maharashtra,Carpenter,2,1.19,12965,1190.8
Pune,Maharashtra,Carpenter,12,0.66,19796,1712.92
Pune,Maharashtra,Carpenter,3,1.15,18680,1082.1
Chennai,Tamil Nadu,Painter,10,1.25,19215,1760.8
Hyderabad,Telangana,Painter,8,1.28,13854,1435.08
Pune,Maharashtra,Carpenter,2,0.95,9082,776.14
Bangalore,Karnataka,Electrician,3,0.63,11395,769.4
Pune,Maharashtra,Mason,1,0.71,11212,728.74
Bangalore,Karnataka,Carpenter,10,1.05,13681,1663.12
Delhi,Delhi,Mason,5,0.61,13447,1104.44
Delhi,Delhi,Mason,7,1.16,10099,1269.98
Chennai,Tamil Nadu,Mason,1,0.91,9976,696.02
Bangalore,Karnataka,Mason,11,0.62,14615,1687.3
Chennai,Tamil Nadu,Painter,1,1.04,16121,980.42
Chennai,Tamil Nadu,Mason,15,0.61,15831,1710.12
Pune,Maharashtra,Painter,7,0.85,18673,1565.96
Hyderabad,Telangana,Carpenter,5,1.29,11016,1227.82
Delhi,Delhi,Mason,13,0.78,12652,1721.04
Hyderabad,Telangana,Electrician,11,1.17,11195,1719.4
Delhi,Delhi,Carpenter,2,1.17,13751,981.52
Delhi,Delhi,Painter,12,1.27,12527,1583.04
Delhi,Delhi,Carpenter,9,1.45,19909,1503.68
Chennai,Tamil Nadu,Mason,11,0.82,19179,1636.58
Hyderabad,Telangana,Carpenter,2,1.11,14186,908.22
Delhi,Delhi,Carpenter,1,1.15,11595,983.4
Delhi,Delhi,Electrician,7,1.34,11412,1541.24
Hyderabad,Telangana,Painter,3,0.76,9705,1049.1
Pune,Maharashtra,Mason,9,0.77,11079,1307.08
